"country","mean","se","l","u","age"
"Cook Islands",0.127043010190299,0.0495072580023728,0.0568412445879547,0.245313497248689,"30-34"
"Costa Rica",0.0309256310135183,0.0120644391154111,0.0132290013969377,0.0596121273200779,"30-34"
"Cote d'Ivoire",0.0252480941400954,0.0102670030470856,0.0101588721530572,0.0490107607331041,"30-34"
"Croatia",0.0293314450067351,0.0118641077303633,0.0119429955251616,0.0583342721899497,"30-34"
"Cuba",0.0246572559171359,0.0101576710995641,0.00916085180556124,0.0495041458411235,"30-34"
"Cyprus",0.0285193420594523,0.0111534601012784,0.0114378587733515,0.0550567330051419,"30-34"
"Czech Republic",0.0289970117776694,0.0116517972704283,0.0118827241358506,0.0571439709436918,"30-34"
"Denmark",0.0174055162138642,0.00676736408852393,0.0066522221777577,0.0326675281475274,"30-34"
"Djibouti",0.029921883565394,0.0127182528205282,0.0111603561899389,0.0619670185579905,"30-34"
"Dominica",0.0297205781535756,0.0125356499542355,0.0114748653300923,0.0597650688409519,"30-34"
"Dominican Republic",0.0301419219867773,0.0126380685938197,0.0115587840864693,0.0609372097212419,"30-34"
"DR Congo",0.0214601872135403,0.0114043327680255,0.00698979367100158,0.0499456856349453,"30-34"
"Ecuador",0.0258722773839115,0.0116943662549313,0.00805862971015403,0.0536526975321136,"30-34"
"Egypt",0.0641326871474547,0.0226336477138555,0.0323105655284686,0.118716352253831,"30-34"
"El Salvador",0.0327225613035387,0.0132869037700733,0.0133938457682889,0.0654454045264144,"30-34"
"Equatorial Guinea",0.0343600146899024,0.0166000250443755,0.012685211933755,0.0772459808195288,"30-34"
"Eritrea",0.0202647046260286,0.00837197245452363,0.00796193334594389,0.0398458487053116,"30-34"
"Estonia",0.0265980978246516,0.0121457184505066,0.00964216414818331,0.0558162068040615,"30-34"
"Ethiopia",0.0195551562250037,0.00839580715710714,0.00746903307831275,0.0403094119396389,"30-34"
"Fiji",0.0624382139291277,0.0264821333687736,0.0261515259234387,0.129739120672194,"30-34"
"Finland",0.0204706612630174,0.00736227199726326,0.00882442113666036,0.0373686845617513,"30-34"
"France",0.0251703551019077,0.00939283468058305,0.0107538397748888,0.0480090685958482,"30-34"
"French Polynesia",0.0932673938191597,0.0365510958009459,0.041931432120242,0.183758029013612,"30-34"
"Gabon",0.0362078084956524,0.0186913189379143,0.0127178162422437,0.0829276565096869,"30-34"
"Gambia",0.0339484591494831,0.013663947532262,0.0140334050848655,0.0669392546528053,"30-34"
"Georgia",0.051315817553336,0.0190994632807731,0.0231607459986085,0.0971802343774351,"30-34"
"Germany",0.0193321755790922,0.00723591866544976,0.00782087334087513,0.0357932140268758,"30-34"
"Ghana",0.0215796800774793,0.00879350557727748,0.00824425129658938,0.0418793964986721,"30-34"
"Greece",0.0244517447320118,0.00933958771860748,0.00987034360220129,0.0467380858722114,"30-34"
"Greenland",0.0179188491481921,0.00689705118700578,0.00731651992547744,0.0341066301173803,"30-34"
"Grenada",0.0313023232743701,0.0138161891022889,0.0111699296414741,0.0651782565649625,"30-34"
"Guatemala",0.0318446278726531,0.0135459691890188,0.0125554525846965,0.0640085250415781,"30-34"
"Guinea",0.0231578930353583,0.00916549156201674,0.00940708640040871,0.0455463960011056,"30-34"
"Guinea Bissau",0.0253472777194374,0.0104328435755187,0.0102756878457724,0.0497526535135805,"30-34"
"Guyana",0.03257849554451,0.0148672929207774,0.0119412820475201,0.0695252541256099,"30-34"
"Haiti",0.0302250869660156,0.0134312598270465,0.0112828876932549,0.0629008356985334,"30-34"
"Honduras",0.0300282160517508,0.0122605599444446,0.0118544835013358,0.0601175670888073,"30-34"
"Hungary",0.0307918419910184,0.012214073063293,0.0126431908402519,0.0597917533848782,"30-34"
"Iceland",0.0256761236051568,0.0103676924755736,0.00992690142710116,0.0496043788078438,"30-34"
"India",0.0325807231259937,0.0109798103841782,0.0154245149743752,0.0587601099322538,"30-34"
"Indonesia",0.0253800530523475,0.00943577368185341,0.0107110573564591,0.0483973273978303,"30-34"
"Iran",0.0420354162886804,0.0138912500009333,0.0225879407560914,0.0761666205987153,"30-34"
"Iraq",0.0692003504245691,0.024660161339759,0.0338253017131118,0.129858620325601,"30-34"
"Ireland",0.0245312169191421,0.00878248444408772,0.0107116413217869,0.0440261046920753,"30-34"
"Israel",0.0233782625184092,0.00961325357227407,0.00914479502706964,0.0457019230656548,"30-34"
"Italy",0.0233737538740463,0.00833852931111711,0.0100274950936726,0.0423966127810868,"30-34"
"Jamaica",0.033395065900533,0.0137522680905631,0.0129054380418854,0.0670063907442896,"30-34"
"Japan",0.027911223348824,0.00837837250513823,0.0143145404895263,0.0469115755902779,"30-34"
"Jordan",0.0647828663007261,0.0218889378261161,0.0333462837930871,0.117738256524365,"30-34"
"Kazakhstan",0.0459674764572962,0.0177506592207311,0.0197130731241332,0.088646636490442,"30-34"
"Kenya",0.0195552413540304,0.0079464796504058,0.00762508345397176,0.038305536653772,"30-34"
"Kiribati",0.0930803179706753,0.0381501380890259,0.0407561976970106,0.187634354471145,"30-34"
"Kuwait",0.0792068467285073,0.0266108367001871,0.0410141780059839,0.144160238007139,"30-34"
"Kyrgyzstan",0.0359737086592764,0.0134347111696867,0.0157352225965582,0.0681079183840039,"30-34"
"Lao PDR",0.0268830800794473,0.00973055508045112,0.0115655059180413,0.0490820212130069,"30-34"
"Latvia",0.0272220553560212,0.01224058808465,0.00982371467181967,0.0567659082038693,"30-34"
"Lebanon",0.0559048901701919,0.019307641008971,0.0273070466401709,0.102032302447491,"30-34"
"Lesotho",0.0255099871955508,0.0106349879566106,0.0100375582694622,0.0506074218508494,"30-34"
"Liberia",0.0271873218319676,0.0103592010353144,0.0117510629573775,0.051650459051198,"30-34"
"Libya",0.0583914311675547,0.0195472802995488,0.029600836341316,0.107049739953395,"30-34"
"Lithuania",0.031785860220381,0.013930592871445,0.0120039915616931,0.0671223453848249,"30-34"
"Luxembourg",0.0232584048842031,0.00880053049906181,0.00949110174994533,0.0440223628758744,"30-34"
"Macedonia (TFYR)",0.0261442820195618,0.0105117094150703,0.0100829195547664,0.0508397241640058,"30-34"
"Madagascar",0.0213465761308796,0.00863463062381943,0.00850478714601517,0.0422097583075531,"30-34"
"Malawi",0.0227894476803068,0.00911011760955244,0.00919099194051987,0.0443028288503743,"30-34"
"Malaysia",0.0416070691015366,0.0149628870452917,0.0195261477230663,0.0766064871367131,"30-34"
"Maldives",0.0400377157858179,0.0169943178260937,0.0157187010045594,0.0826359315172591,"30-34"
"Mali",0.0296468021467821,0.0123880029048696,0.011579219389039,0.0593362307520775,"30-34"
"Malta",0.0313484992230548,0.0121248264886863,0.0129795665498645,0.0616844286863565,"30-34"
"Marshall Islands",0.0850560565185273,0.0343166442627458,0.037677138307602,0.169163359139113,"30-34"
"Mauritania",0.029678030004065,0.0121961772746097,0.0117616272605745,0.058580252793995,"30-34"
"Mauritius",0.0470697417869981,0.0169608187157379,0.0216042791684209,0.087838024599469,"30-34"
"Mexico",0.0389504368599821,0.0150357249631156,0.0170332154517778,0.0750204276623272,"30-34"
"Micronesia (Federated States of)",0.0862299640616402,0.0331202672257121,0.0399481169042115,0.168271810047649,"30-34"
"Moldova",0.0273360456648785,0.0116414251869862,0.0101511291575536,0.0551966748835135,"30-34"
"Mongolia",0.0457775100175253,0.0170800125194522,0.0212518718293571,0.0891424486628949,"30-34"
"Montenegro",0.0259233447480793,0.0107017641662466,0.0101384956292129,0.0506177010095429,"30-34"
"Morocco",0.0541946949735005,0.0198203755592323,0.0260776280115713,0.102565973783403,"30-34"
"Mozambique",0.0222959212967486,0.00915871106651417,0.00896742969757909,0.0448407468610824,"30-34"
"Myanmar",0.0234906157689581,0.00843965986852475,0.0102384700324172,0.043327933404408,"30-34"
"Namibia",0.0253870726302473,0.0103930257498641,0.0102023173320558,0.0514390470406558,"30-34"
"Nauru",0.136480873968673,0.0558997834084958,0.0580333847814906,0.281205295449377,"30-34"
"Nepal",0.0429805279739977,0.0144020766550815,0.0212411868241261,0.0773616338223167,"30-34"
"Netherlands",0.0163331275249398,0.00611269129171361,0.00668703591663261,0.0304109143348114,"30-34"
"New Zealand",0.0269350559187658,0.00978518265410218,0.0116627894928882,0.0509844656371496,"30-34"
"Nicaragua",0.0328134142309654,0.0134568589451975,0.0131916602825763,0.0655000443917601,"30-34"
"Niger",0.0199490703742511,0.0087161426353303,0.00708235956900826,0.0403949295139638,"30-34"
"Nigeria",0.0212296173915816,0.00824409097730327,0.00828097752778162,0.040660416028587,"30-34"
"Niue",0.119665475079371,0.0458664641189995,0.053804691275639,0.230999940227226,"30-34"
"North Korea",0.0192021274461112,0.00950071526816628,0.00587257392059745,0.0423073818981114,"30-34"
"Norway",0.0204018474409646,0.00763387224241456,0.00828326623562672,0.0383008870983616,"30-34"
"Occupied Palestinian Territory",0.0654784084940671,0.0229137911070933,0.032862860695393,0.120498978018736,"30-34"
"Oman",0.054607007323511,0.0192458202014931,0.0265540043211717,0.101419188269293,"30-34"
"Pakistan",0.0467831088934961,0.0164622961359551,0.0215792392749611,0.0857995089037657,"30-34"
"Palau",0.106315199035371,0.0413303668176419,0.0481601966013802,0.208740967549835,"30-34"
"Panama",0.0316324381235916,0.0121928659801658,0.013538793304821,0.060898710197111,"30-34"
"Papua New Guinea",0.0615027225160656,0.0275033957541167,0.0241239254386817,0.131712750738284,"30-34"
"Paraguay",0.0279279581568947,0.0119702088300207,0.0106436847155887,0.0570935279276796,"30-34"
"Peru",0.0251529364646662,0.0108202335641394,0.00886697857222774,0.0509584023029721,"30-34"
"Philippines",0.0242618787022231,0.00849127740412985,0.0110589175224421,0.0443845647194314,"30-34"
"Poland",0.0291218794631583,0.0108388512480576,0.012903383670113,0.0545065701001899,"30-34"
"Portugal",0.0295493987998142,0.011459244064385,0.0123353095423316,0.057354240257601,"30-34"
"Puerto Rico",0.0476916132820809,0.0195061660815947,0.0196794822873259,0.0951684758812124,"30-34"
"Qatar",0.0769349927193142,0.0260319134522777,0.0389149881027763,0.140903789625966,"30-34"
"Romania",0.0253079726165129,0.0103516469781318,0.0100247664755591,0.050184356314946,"30-34"
"Russian Federation",0.0255087158034583,0.011234238392488,0.00915158166312527,0.0518812178170586,"30-34"
"Rwanda",0.0140725688580714,0.00653143503690723,0.00454499964989414,0.0292278117535925,"30-34"
"Saint Kitts and Nevis",0.0477736666923322,0.0202135985933661,0.0186281727909602,0.0998754941435065,"30-34"
"Saint Lucia",0.0540812295589536,0.0251457996559508,0.0187073117004362,0.11662599798461,"30-34"
"Saint Vincent and the Grenadines",0.0330504388898357,0.0141109359496546,0.0130059540996417,0.068069796818614,"30-34"
"Samoa",0.0961680655580863,0.0393042701057036,0.0416034624440532,0.192420299572937,"30-34"
"Sao Tome and Principe",0.0288560824802349,0.0117741493781553,0.0113943750793769,0.0576471640790757,"30-34"
"Saudi Arabia",0.0699542338099527,0.0234234760234733,0.0358561521615618,0.127233257936947,"30-34"
"Senegal",0.0258117505503871,0.010278435396051,0.010353942407731,0.0496886809609154,"30-34"
"Serbia",0.0247178867938893,0.010152992390813,0.00955861796113575,0.0488659339736222,"30-34"
"Seychelles",0.0368274053516366,0.0142852813736148,0.016432488380479,0.0698904460040054,"30-34"
"Sierra Leone",0.0245213259012986,0.00996270717627238,0.00997390258884053,0.0482183473580823,"30-34"
"Singapore",0.0324114256079813,0.0102709781043497,0.0155751472618523,0.0564923129803941,"30-34"
"Slovakia",0.0279778423691348,0.0105369139395661,0.0117981689762645,0.0533518321016058,"30-34"
"Slovenia",0.0248831610161727,0.0102326534156222,0.00933617661965557,0.0493317094112226,"30-34"
"Solomon Islands",0.0474129684734503,0.0211582580991765,0.0179087714606316,0.0998362512713776,"30-34"
"Somalia",0.0256817658220232,0.0107530304955427,0.00972754365518486,0.051367535027669,"30-34"
"South Africa",0.0343717375827007,0.0139408772736999,0.0143776864859138,0.0669850925625518,"30-34"
"South Korea",0.0320471659604367,0.0106235642669517,0.0156258283560717,0.0579183731533234,"30-34"
"Spain",0.0282509044965667,0.0103603177361082,0.0119006006900289,0.0534038551103313,"30-34"
"Sri Lanka",0.0243877134297898,0.00971668898717145,0.0102133886750839,0.0479395014013034,"30-34"
"Sudan",0.0288984311477619,0.0110096480408096,0.0124215033635742,0.0549086764513399,"30-34"
"Suriname",0.0397609822780413,0.0161416160475414,0.016291095118879,0.0775087715148927,"30-34"
"Swaziland",0.0275448491929862,0.0109094404537216,0.0116906538245966,0.0535017831373602,"30-34"
"Sweden",0.0186622370653525,0.00673822300737574,0.00800699772036319,0.0333939338480542,"30-34"
"Switzerland",0.0170964538659954,0.0068204248854289,0.00684162058554293,0.0328362373598669,"30-34"
"Syrian Arab Republic",0.0530265052227901,0.0186570125827623,0.026808303292139,0.0976505265080483,"30-34"
"Taiwan",0.0274895726513193,0.0117056298891254,0.0102562525174414,0.0555185808021031,"30-34"
"Tajikistan",0.037923422464072,0.0155416389542805,0.0155601196361772,0.0760134441416394,"30-34"
"Tanzania",0.020399385842069,0.00744553403449299,0.00884960364135326,0.0380449054654348,"30-34"
"Thailand",0.0297222163156612,0.0104568709334285,0.013507695718461,0.055038316725204,"30-34"
"Timor-Leste",0.0177005400969181,0.0068797270972855,0.00671109740448291,0.0338361382101404,"30-34"
"Togo",0.0249741641455652,0.00968494199179009,0.0106032382102852,0.0489525624453417,"30-34"
"Tokelau",0.116970457215219,0.0489693625950654,0.0493356739869989,0.23697211381061,"30-34"
"Tonga",0.0920378711810824,0.0354285951854109,0.041399310097398,0.175709088339582,"30-34"
"Trinidad and Tobago",0.038618333695609,0.0184752609317055,0.0132808229096263,0.0835995957441036,"30-34"
"Tunisia",0.045305616196858,0.0152347090648792,0.0235969857647649,0.0824153710564903,"30-34"
"Turkey",0.0487115470913507,0.0143839007075633,0.0269571464614052,0.0843639078241173,"30-34"
"Turkmenistan",0.0471595758547017,0.0175846194289606,0.0220119561547691,0.0910701281598373,"30-34"
"Tuvalu",0.0984662868834277,0.0378677022364705,0.0451187970424023,0.192082698655299,"30-34"
"Uganda",0.0146322233384643,0.00613809021546294,0.00542262083918542,0.029221191278521,"30-34"
"Ukraine",0.0255328791463953,0.011573329819648,0.00879028319263871,0.0528675157826317,"30-34"
"United Arab Emirates",0.0566353579559974,0.0196725531567155,0.0284331063842692,0.104633951943103,"30-34"
"United Kingdom",0.0222702374949429,0.00657363544762387,0.0113556256819209,0.0373672430033787,"30-34"
"United States of America",0.027155023193225,0.00927094000948141,0.0132192387207852,0.0487077066830713,"30-34"
"Uruguay",0.0319184166191701,0.0124298184103812,0.0133983865515289,0.0606734164767239,"30-34"
"Uzbekistan",0.0385218614818859,0.0142459355029628,0.0171277433996022,0.0726588352307544,"30-34"
"Vanuatu",0.0617291321051301,0.0264142546370364,0.0255694949453332,0.129616430987095,"30-34"
"Venezuela",0.0347241318422622,0.013045914260192,0.0151992993116636,0.0651838879552556,"30-34"
"Viet Nam",0.0185830076384803,0.00695669857802506,0.00746347859344408,0.0341179964610555,"30-34"
"Yemen",0.0479730671969092,0.0198822622109049,0.0207427810660475,0.0947431069890563,"30-34"
"Zambia",0.0220235322701486,0.00874947144202832,0.00895881517507102,0.0421657347045706,"30-34"
"Zimbabwe",0.022143607241999,0.00937290231985627,0.00863457974079611,0.0450596850514176,"30-34"
"Afghanistan",0.0716890078580224,0.026350405198993,0.0317696801673211,0.133369072382036,"35-39"
"Albania",0.0428652384856301,0.0182257676415771,0.0159376878684526,0.0866262898539608,"35-39"
"Algeria",0.0765088889045472,0.0264776721847716,0.0372411627688963,0.140575566790918,"35-39"
"American Samoa",0.241630836218449,0.0784040985656027,0.117332542265055,0.422606373189432,"35-39"
"Andorra",0.0447073787462444,0.0179402069056976,0.0170592279635771,0.0891121393437286,"35-39"
"Angola",0.0498746536495391,0.0254217615865795,0.0162349024144138,0.113678419998908,"35-39"
"Antigua and Barbuda",0.0603440640775155,0.0287009545721699,0.0195128216783145,0.131811468410959,"35-39"
"Argentina",0.0581494347395188,0.0231571114310522,0.0230704259239839,0.113420477365798,"35-39"
"Armenia",0.0671900243964694,0.0256745681086763,0.0281028588326894,0.127889148651402,"35-39"
"Australia",0.0354981853645231,0.0126022946015817,0.0149946714115419,0.0642268533907333,"35-39"
"Austria",0.0272262749783356,0.0116070678478111,0.00939582462778493,0.0540328710808653,"35-39"
"Azerbaijan",0.0724776738855112,0.0282259694735777,0.0308955898412118,0.141322425915184,"35-39"
"Bahamas",0.0680408802022512,0.028331541056518,0.0256091057232578,0.133438236157878,"35-39"
"Bahrain",0.0737203062866838,0.0256759844096233,0.0344695028634405,0.137540388405688,"35-39"
"Bangladesh",0.0618269887345944,0.0221092140211867,0.0273656531840863,0.112438660383532,"35-39"
"Barbados",0.0631744973147096,0.027417842195176,0.0225264884988191,0.129451328236337,"35-39"
"Belarus",0.0452318428595827,0.0215778601613353,0.0148173818705933,0.0953359734792922,"35-39"
"Belgium",0.028891305610336,0.0117775735317845,0.0112179839769329,0.0553491198068996,"35-39"
"Belize",0.0600048006588062,0.0257631827613814,0.022157923587925,0.123694275920132,"35-39"
"Benin",0.0408327310527171,0.0168869396273304,0.0156080893148187,0.081449605060627,"35-39"
"Bermuda",0.0923244692831939,0.0393367014706952,0.0345660939300763,0.183941391398261,"35-39"
"Bhutan",0.0733447177606088,0.0244177767633225,0.0330385985339814,0.127962768687289,"35-39"
"Bolivia",0.0383955872265456,0.018481744918956,0.0111921655143003,0.0831064660562665,"35-39"
"Bosnia and Herzegovina",0.0437760859296517,0.0180683904953431,0.0171769056829853,0.0869582796379899,"35-39"
"Botswana",0.0425711873195608,0.0172865624191105,0.0172162916604847,0.0843910061716908,"35-39"
"Brazil",0.0434022950284976,0.0184602935728219,0.0169675918439048,0.0889522037575887,"35-39"
"Brunei Darussalam",0.0526040068400173,0.0220083570399485,0.0198425189626345,0.104007437737046,"35-39"
"Bulgaria",0.0482706733762423,0.0203910264555145,0.0184126133248788,0.0966436479915737,"35-39"
"Burkina Faso",0.0411276041111945,0.0173238595705968,0.0152601046699383,0.0811942641455987,"35-39"
"Burundi",0.0210315353245678,0.0108587774118724,0.00619826764246646,0.0475203187968493,"35-39"
"Cabo Verde",0.0522724492283229,0.0217096564615351,0.0200395598800301,0.103681950435772,"35-39"
"Cambodia",0.041459804707823,0.0165691285474158,0.0157913358098825,0.079969223421133,"35-39"
"Cameroon",0.0357424231835873,0.0153598545265493,0.0127778452658171,0.0720085068293571,"35-39"
"Canada",0.0323557234446896,0.0131172620555307,0.0126690781335354,0.0631526956151717,"35-39"
"Central African Republic",0.0461380377878159,0.0243683084661722,0.0149343516577149,0.108536725376535,"35-39"
"Chad",0.0449064922343057,0.0200644851242639,0.0163310141365549,0.0924240971743998,"35-39"
"Chile",0.059760672812026,0.0229855267427284,0.024692588310783,0.115380583580561,"35-39"
"China",0.0601923239896936,0.021782277022399,0.0277449569748396,0.113693486209918,"35-39"
"China (Hong Kong SAR)",0.0539974091296009,0.0285469433511203,0.0149877056283736,0.123755954366264,"35-39"
"Colombia",0.0473546837890494,0.0194039223272351,0.0182289276483603,0.0933702651248554,"35-39"
"Comoros",0.044512483122172,0.0178058026320323,0.0182407431930215,0.0869464730908361,"35-39"
"Congo",0.04399912264918,0.0245652541669908,0.0140317915526902,0.107136317270221,"35-39"
"Cook Islands",0.218690506301009,0.0715816696574018,0.106555978652171,0.378176673400459,"35-39"
"Costa Rica",0.0508256585556517,0.0206731822215389,0.0201470091456166,0.100317119306297,"35-39"
"Cote d'Ivoire",0.0407287570315472,0.0176524784960413,0.0148232260374835,0.0811168863586523,"35-39"
"Croatia",0.0480107048561717,0.0203662001608654,0.0182155784372579,0.0961313849578132,"35-39"
"Cuba",0.0397064302136927,0.0176217042774962,0.0139040759335613,0.0827159837677658,"35-39"
"Cyprus",0.0465841586758956,0.0191679274327642,0.0176557090437124,0.0924786978708077,"35-39"
"Czech Republic",0.0475971061572078,0.020023708797293,0.0182847103856116,0.0958646570654672,"35-39"
"Denmark",0.0268923298052733,0.0112659027979699,0.00942956551724664,0.052615503558039,"35-39"
"Djibouti",0.0489607552208551,0.0218519366209912,0.0165846994339518,0.102753700711831,"35-39"
"Dominica",0.0486645272370569,0.0215986167255517,0.0172844185517615,0.102643266858567,"35-39"
"Dominican Republic",0.0494730442190443,0.0218936849811418,0.0175102832722929,0.102326523616537,"35-39"
"DR Congo",0.0340687086555553,0.019701180894402,0.00995389987516549,0.0832781567965954,"35-39"
"Ecuador",0.0418898707432637,0.0199817854087251,0.0117515526657418,0.0874248779401677,"35-39"
"Egypt",0.109519339172748,0.0361860656876183,0.0548244230186107,0.195611962892263,"35-39"
"El Salvador",0.0539925926136965,0.0226282397895255,0.0207709990732776,0.108134489142914,"35-39"
"Equatorial Guinea",0.0568953080782946,0.0285273918980359,0.0195004187987049,0.128196369099051,"35-39"
"Eritrea",0.0318232101365332,0.0141911879516326,0.0113676771296012,0.0655999440425513,"35-39"
"Estonia",0.0430705982929191,0.0206148503995743,0.014288880934696,0.0938669374946027,"35-39"
"Ethiopia",0.0306164211240999,0.0141608425038272,0.0105120232179692,0.0655748070044007,"35-39"
"Fiji",0.107275800397033,0.0436308484875252,0.0434334825743609,0.214236327400273,"35-39"
"Finland",0.0324742307052924,0.0124809407533932,0.0134831302702688,0.0619265113142286,"35-39"
"France",0.040569957532058,0.0159378070758355,0.0166036216256417,0.0790930443488335,"35-39"
"French Polynesia",0.161198436999537,0.0559366381331631,0.0750350917179664,0.293514998931613,"35-39"
"Gabon",0.0602251614242964,0.0323059396315849,0.0194349277626802,0.139885864974859,"35-39"
"Gambia",0.0562500302416925,0.0235527846591634,0.0215979576734508,0.110706911756784,"35-39"
"Georgia",0.0870143985986668,0.032001880592957,0.0378034859238152,0.162898801328146,"35-39"
"Germany",0.0304631808038844,0.0121946786886674,0.011619877189196,0.0589207308773851,"35-39"
"Ghana",0.0342837833284107,0.0150797046620044,0.0122212285180407,0.0703901157790178,"35-39"
"Greece",0.0393394843489782,0.0159975519453725,0.0145440960336546,0.0773547234063901,"35-39"
"Greenland",0.0278943602530593,0.0115378348555681,0.0105957300849361,0.0550587849615151,"35-39"
"Grenada",0.0515213127132918,0.0238601778985053,0.0171293736997523,0.110888442398887,"35-39"
"Guatemala",0.0522394642876991,0.0230316226619998,0.0186971884122086,0.108002550101951,"35-39"
"Guinea",0.036991741322429,0.015706795877826,0.013748791159813,0.0759829825671118,"35-39"
"Guinea Bissau",0.0408449455073483,0.0178413765913085,0.015479407260004,0.0827643552267813,"35-39"
"Guyana",0.0537880188387215,0.0258124867318138,0.0180131593156689,0.116518522700136,"35-39"
"Haiti",0.0495349096485037,0.0229910280765945,0.0171059703517888,0.105364578685446,"35-39"
"Honduras",0.0491800145606251,0.0209989285150946,0.018098813962645,0.100223884383298,"35-39"
"Hungary",0.0507216832081324,0.0210259930441929,0.0196349353833799,0.101682546871735,"35-39"
"Iceland",0.04148145994469,0.0177352218390214,0.0150432165288334,0.08253340111567,"35-39"
"India",0.0531084582121095,0.0186560493666698,0.0238355754475161,0.0966838708510323,"35-39"
"Indonesia",0.0408835780113378,0.0160631601449828,0.016280369561269,0.0793387175776921,"35-39"
"Iran",0.0709090085143673,0.0234354675600697,0.0366144758047891,0.128567917799108,"35-39"
"Iraq",0.118958062067566,0.0388998825568968,0.0590250883302557,0.212932048090862,"35-39"
"Ireland",0.0395111270365836,0.0149551354223663,0.0161711638873669,0.0733924134696339,"35-39"
"Israel",0.037560856665143,0.0164691448069579,0.0137903223023168,0.0754175579595552,"35-39"
"Italy",0.0376487992172669,0.0141728066508663,0.0152568162576489,0.0705784079462874,"35-39"
"Jamaica",0.0552867170111938,0.023700386044498,0.0201116972943643,0.113546071572883,"35-39"
"Japan",0.0456285309089197,0.0144226676956839,0.0228749682866313,0.0788452880336018,"35-39"
"Jordan",0.111199016961695,0.034976815470758,0.0572125885020399,0.193865952679952,"35-39"
"Kazakhstan",0.0779124285596132,0.0302466725238106,0.0318490696659557,0.150440792404815,"35-39"
"Kenya",0.0306813101515285,0.0134704439900627,0.0108500202986525,0.0632217366382154,"35-39"
"Kiribati",0.160488669391575,0.0589351024790131,0.0720473844783554,0.301170323748173,"35-39"
"Kuwait",0.137063103115033,0.0414186671568043,0.0730323011280868,0.23792490892704,"35-39"
"Kyrgyzstan",0.0599586785892135,0.0231420663534991,0.0250290399650898,0.114868480118162,"35-39"
"Lao PDR",0.0435639012426755,0.016671739762226,0.0176964987537781,0.0824723238293953,"35-39"
"Latvia",0.0442602302244952,0.0209051552930778,0.0146446746243956,0.0946383843414429,"35-39"
"Lebanon",0.0957849249913589,0.0318522402740638,0.0467298929141274,0.169216598193152,"35-39"
"Lesotho",0.0411634288600226,0.0183757026145425,0.01444489886162,0.0852453756036563,"35-39"
"Liberia",0.0440150630747798,0.0178378479881278,0.0177587692334229,0.0869964458085946,"35-39"
"Libya",0.0999894901417274,0.031657687485845,0.0508060689937705,0.175888602379833,"35-39"
"Lithuania",0.0523135621228656,0.0237919086175727,0.0185750109163694,0.110769401291063,"35-39"
"Luxembourg",0.0372918287200035,0.0149838803037791,0.0140872868116563,0.0730100151546031,"35-39"
"Macedonia (TFYR)",0.0423333108013714,0.0180462033897351,0.0151722756110333,0.0848041226047979,"35-39"
"Madagascar",0.0338074293873525,0.0146572341451354,0.0124768312434474,0.068594480729884,"35-39"
"Malawi",0.0362529573308843,0.0154819736733429,0.0135774560688635,0.0733523366572747,"35-39"
"Malaysia",0.069850252034571,0.0253962198211388,0.031611704774487,0.128931156711408,"35-39"
"Maldives",0.0671615917699185,0.0288635262156951,0.0249566617230786,0.138219286479878,"35-39"
"Mali",0.0484354734432237,0.0212692139756289,0.017092960113005,0.0988060774979097,"35-39"
"Malta",0.0516763459288984,0.021000330278423,0.0199353826799072,0.102888152680181,"35-39"
"Marshall Islands",0.146990615462115,0.053925423399367,0.0652199579244725,0.277118871675082,"35-39"
"Mauritania",0.0484407669709694,0.0208734291472758,0.0178347084940686,0.0977946498210299,"35-39"
"Mauritius",0.0799868233911706,0.0287690653679952,0.0355651024556548,0.149287102419684,"35-39"
"Mexico",0.0650029557775647,0.0253780766670803,0.0269740926069599,0.124462860142594,"35-39"
"Micronesia (Federated States of)",0.147919832803698,0.0516209972328636,0.0703474982267938,0.270339598738033,"35-39"
"Moldova",0.0443423588664314,0.0199433088297113,0.015192324169747,0.0911192812065281,"35-39"
"Mongolia",0.0772357144896447,0.0286668363686933,0.0342616479710845,0.147700449675164,"35-39"
"Montenegro",0.0418930460443796,0.0182577108493871,0.014838667738539,0.0848292651948101,"35-39"
"Morocco",0.0921179091913616,0.0322570433003418,0.0446125051290714,0.170208500335873,"35-39"
"Mozambique",0.0354467512294734,0.0154999993412209,0.0128469455657792,0.0730049187258077,"35-39"
"Myanmar",0.0377299887592884,0.0144437647933789,0.0153161654192325,0.0714093453063689,"35-39"
"Namibia",0.0408982735455148,0.017852450917711,0.0150331077713789,0.0859581542964429,"35-39"
"Nauru",0.234631597250533,0.0804340401363961,0.105561100532011,0.424896804409424,"35-39"
"Nepal",0.0723276169871927,0.0243224078403628,0.0341781624843139,0.127509955271858,"35-39"
"Netherlands",0.0251422835685639,0.0100947363005565,0.00975664172342266,0.0489874738839891,"35-39"
"New Zealand",0.0436968475337107,0.0167321633495224,0.0181233068160004,0.0845721030936515,"35-39"
"Nicaragua",0.0540755869072211,0.0231211445364178,0.0203423739945702,0.110168586054773,"35-39"
"Niger",0.0313865231805647,0.0149075295921806,0.0101749614856088,0.0663617226136253,"35-39"
"Nigeria",0.0335939786605854,0.0141333009735818,0.0123105979093476,0.0668720205028138,"35-39"
"Niue",0.206617131824009,0.0674046630735779,0.0985292803872697,0.363822375985963,"35-39"
"North Korea",0.0301609936775473,0.0163396273535849,0.00793794275312671,0.0705375894169808,"35-39"
