"country","mean","se","l","u","age"
"Egypt",0.335780349763861,0.0770350932173756,0.202055564699508,0.499547557880603,"55-59"
"El Salvador",0.193545777111416,0.064205916032916,0.0872326322886564,0.339234673189387,"55-59"
"Equatorial Guinea",0.199900528201611,0.0778532941403405,0.0793949847637887,0.384213960834328,"55-59"
"Eritrea",0.122573021819836,0.0469351173175328,0.0470153830621187,0.230807200112754,"55-59"
"Estonia",0.159148129032195,0.0617646171445909,0.059904611899488,0.299368781147345,"55-59"
"Ethiopia",0.118862967143071,0.0473789878502935,0.0438066373227144,0.229213968528745,"55-59"
"Fiji",0.331537765586901,0.0954867422706893,0.166881318506809,0.538899266828162,"55-59"
"Finland",0.127915064753189,0.0417867947042877,0.0592322385505639,0.222624225538167,"55-59"
"France",0.15312065524384,0.0499538738634426,0.0711032251286635,0.268421687081001,"55-59"
"French Polynesia",0.445523223689169,0.100240017367298,0.258772285363809,0.651744743926998,"55-59"
"Gabon",0.208676690978454,0.0858539384386396,0.0804014018571729,0.41262097725651,"55-59"
"Gambia",0.200114747836798,0.068138652971017,0.086999287655831,0.358124848861147,"55-59"
"Georgia",0.282759687240183,0.077222290095819,0.146515025610138,0.45637291946143,"55-59"
"Germany",0.120544483080917,0.0413595051253792,0.0525941343044805,0.21394731598708,"55-59"
"Ghana",0.131432409815592,0.0481714440073738,0.0532929658016319,0.238753036025963,"55-59"
"Greece",0.148671492733677,0.0511722347118789,0.0653319721358157,0.266140032784594,"55-59"
"Greenland",0.110958538365312,0.0394559998253203,0.0466266028784351,0.200366023981155,"55-59"
"Grenada",0.185216070685696,0.0682987455000405,0.073316312425866,0.340809413959004,"55-59"
"Guatemala",0.186614884994855,0.0656547312703662,0.0791196215539782,0.333204703315265,"55-59"
"Guinea",0.14048067036967,0.0504136141853344,0.0592381353970622,0.255005667895196,"55-59"
"Guinea Bissau",0.152943123439317,0.0550434080573937,0.0649885510135596,0.27889777367967,"55-59"
"Guyana",0.19149166107483,0.071995447671528,0.0755359780732519,0.357151696016307,"55-59"
"Haiti",0.17918185997857,0.0664230254905069,0.0726139610646158,0.337339200143342,"55-59"
"Honduras",0.178537213488105,0.0620534008793319,0.0774833011482624,0.321502360137892,"55-59"
"Hungary",0.184597462190264,0.0609410176104259,0.0841095395623315,0.321997295400968,"55-59"
"Iceland",0.155152975079963,0.0547302915251591,0.065198953756897,0.277973593637418,"55-59"
"India",0.188549375680342,0.05405061637412,0.0959368138137329,0.307809053264984,"55-59"
"Indonesia",0.153149385034014,0.0504200890778623,0.0667986803445533,0.26772733472069,"55-59"
"Iran",0.242720024096817,0.0613234335346355,0.143677389266265,0.382457656451293,"55-59"
"Iraq",0.360191972842329,0.0811025410470707,0.216695667211017,0.534945455169441,"55-59"
"Ireland",0.149708294121987,0.0474747684651706,0.0695526023637526,0.253353369771646,"55-59"
"Israel",0.144112892613935,0.0525582516473055,0.0594173874295956,0.262928954067123,"55-59"
"Italy",0.145118540933558,0.0460617177980416,0.0683600268655263,0.246686233921339,"55-59"
"Jamaica",0.196605436956974,0.0669793104166115,0.0840682707432948,0.351405655090098,"55-59"
"Japan",0.170913851464978,0.0447462058757023,0.0951556765012926,0.269679884720075,"55-59"
"Jordan",0.343465286459009,0.0766426884560829,0.207585021418542,0.508569847906143,"55-59"
"Kazakhstan",0.260353445333344,0.0766692111348335,0.127877481565251,0.431388368763071,"55-59"
"Kenya",0.119289358306366,0.0444976323230424,0.048079307612027,0.222009185543357,"55-59"
"Kiribati",0.440641747024401,0.103286043560675,0.248724537742236,0.65706657342153,"55-59"
"Kuwait",0.401646044862581,0.0826095367290509,0.2539941474542,0.578234221022657,"55-59"
"Kyrgyzstan",0.211001304270065,0.0635971930589368,0.102704158327255,0.353589356321832,"55-59"
"Lao PDR",0.161345797862469,0.0509784971974452,0.0735769719139543,0.271840007758866,"55-59"
"Latvia",0.163006767497136,0.0625923193224589,0.062009751479359,0.304531585546534,"55-59"
"Lebanon",0.307886717074084,0.0749336026639313,0.177241129714607,0.469535486965788,"55-59"
"Lesotho",0.153414789566869,0.056621742665869,0.0618443578424525,0.283705570347706,"55-59"
"Liberia",0.162674384708572,0.0538519254553107,0.0754568685522759,0.28606332853323,"55-59"
"Libya",0.31777715087977,0.0731634966724902,0.18719417961432,0.479346350419097,"55-59"
"Lithuania",0.187684687113405,0.0682551886570329,0.0773544760137287,0.342921696016735,"55-59"
"Luxembourg",0.142346437882761,0.0485774423845413,0.0618455063264449,0.251224081739335,"55-59"
"Macedonia (TFYR)",0.157805011682093,0.0555686979069338,0.067055014514271,0.284498870648684,"55-59"
"Madagascar",0.129932961337017,0.0475510429467385,0.0520591616764012,0.23708488048653,"55-59"
"Malawi",0.137662303280315,0.0496448405718478,0.0573578899471458,0.252549024851594,"55-59"
"Malaysia",0.238613311355161,0.0665930127889869,0.123288582486167,0.382071864795416,"55-59"
"Maldives",0.230353458284016,0.0770391328667548,0.101083024631418,0.401155508184595,"55-59"
"Mali",0.175965878184688,0.0633089935509696,0.0731564424944275,0.319595763419789,"55-59"
"Malta",0.187225458767482,0.0623548076175352,0.0849368895238156,0.326832547455322,"55-59"
"Marshall Islands",0.417256663295476,0.101386999012135,0.228391750509946,0.627175358080543,"55-59"
"Mauritania",0.176065407458455,0.0619284312229736,0.0749313561498399,0.316737265810835,"55-59"
"Mauritius",0.267366564291362,0.0732281343398163,0.139146802872917,0.422868882756327,"55-59"
"Mexico",0.226001126150186,0.0695639861362525,0.107351512029481,0.384854798944775,"55-59"
"Micronesia (Federated States of)",0.416846588135975,0.0946087918452863,0.241124450165041,0.613029548298552,"55-59"
"Moldova",0.16322928874415,0.0598523536208169,0.0649582179270576,0.29911022269215,"55-59"
"Mongolia",0.257839496858926,0.071869283695147,0.134361538049768,0.413231986845342,"55-59"
"Montenegro",0.156343465788283,0.0560859857429529,0.0658901491226912,0.280279590033784,"55-59"
"Morocco",0.296601219766276,0.0751038904099415,0.169255663316276,0.462301724773873,"55-59"
"Mozambique",0.13520461173066,0.0493446278432353,0.0550320631368161,0.248719659436852,"55-59"
"Myanmar",0.14360390459439,0.0461031640170682,0.0656210141393368,0.242281871599314,"55-59"
"Namibia",0.152562766290363,0.0546749397439022,0.0616784063297347,0.281267211831468,"55-59"
"Nauru",0.568002457810215,0.113806256310756,0.343768763154479,0.790473754749076,"55-59"
"Nepal",0.245786712421887,0.0634107125792542,0.134577305197042,0.381918311426928,"55-59"
"Netherlands",0.101421227596193,0.0353647993239313,0.0441493249147154,0.181439771029205,"55-59"
"New Zealand",0.162515670390192,0.0502850480602165,0.0772367880517263,0.277618785574573,"55-59"
"Nicaragua",0.192736175254672,0.0655540362152668,0.0860156914954839,0.342975804596236,"55-59"
"Niger",0.121388696267566,0.0497437311468901,0.044462297832765,0.23687484769045,"55-59"
"Nigeria",0.129357550365511,0.0465072335333349,0.0533721304774284,0.232586018678559,"55-59"
"Niue",0.525685915915076,0.102929043003625,0.326173179201261,0.727732264710975,"55-59"
"North Korea",0.116824326660478,0.0539917751796076,0.0363685524714738,0.245377270497275,"55-59"
"Norway",0.12522827245011,0.0426608032967845,0.0537136898817043,0.222068867436292,"55-59"
"Occupied Palestinian Territory",0.346057865835356,0.0775449838488462,0.20874754772531,0.517117993019206,"55-59"
"Oman",0.299609507381802,0.0720518946746868,0.169638445843707,0.457815637315416,"55-59"
"Pakistan",0.26499750110348,0.0703927575573468,0.138299786873248,0.418448580521935,"55-59"
"Palau",0.485861388953044,0.102392739158904,0.292254842989785,0.692302407825241,"55-59"
"Panama",0.18737379426969,0.0610791867517696,0.0859681178081833,0.325387074981931,"55-59"
"Papua New Guinea",0.319445688704861,0.0985868036317607,0.14668278629605,0.535557534809774,"55-59"
"Paraguay",0.167507062030932,0.0606686586977718,0.0687288840368513,0.306984994531125,"55-59"
"Peru",0.151080569242421,0.0577039064777624,0.056897907850064,0.27932177231273,"55-59"
"Philippines",0.1459008638682,0.0459682823068521,0.0684255736082247,0.244524117315011,"55-59"
"Poland",0.175738439918038,0.0557361963434593,0.0829250846935974,0.301003076691088,"55-59"
"Portugal",0.176560705867254,0.058267146846326,0.0782202788406792,0.306513652830955,"55-59"
"Puerto Rico",0.268658918828962,0.0845955451980506,0.125124558509787,0.458962819578592,"55-59"
"Qatar",0.389142774362207,0.0820111186567104,0.241771033867697,0.566015770503635,"55-59"
"Romania",0.152486302026383,0.0543951089911107,0.063278980091803,0.274249954660648,"55-59"
"Russian Federation",0.153321014589508,0.0586613480156297,0.058703724360578,0.283944594642057,"55-59"
"Rwanda",0.0851239708630145,0.0382470884228569,0.0270180737158443,0.175914103497211,"55-59"
"Saint Kitts and Nevis",0.267346353938587,0.0867926529122583,0.117557519319612,0.459096361413325,"55-59"
"Saint Lucia",0.294529020224466,0.100559819483462,0.121445067916288,0.517286234209163,"55-59"
"Saint Vincent and the Grenadines",0.195118494231056,0.0687502249062275,0.083689570281806,0.356103015258128,"55-59"
"Samoa",0.457458249206372,0.104221961057828,0.261974154662106,0.66701349400838,"55-59"
"Sao Tome and Principe",0.172566656325058,0.0604658521444481,0.0733303092169095,0.310942033453337,"55-59"
"Saudi Arabia",0.364407686941809,0.0778435940482075,0.22930548816773,0.532749273712987,"55-59"
"Senegal",0.155659023078932,0.055339847031916,0.0645538213291293,0.279085352660294,"55-59"
"Serbia",0.149656708414508,0.0544652846354046,0.0613123667353069,0.274720102652355,"55-59"
"Seychelles",0.216311578397334,0.0663047728411709,0.105419334769859,0.366110317954947,"55-59"
"Sierra Leone",0.148251492372259,0.0531213415529218,0.0637729751522222,0.269398640988944,"55-59"
"Singapore",0.193517218322959,0.051992329490001,0.0994612681433476,0.307475534131457,"55-59"
"Slovakia",0.171412299367162,0.05538469730318,0.078181991491841,0.297458663296305,"55-59"
"Slovenia",0.151020850434599,0.0546108070768284,0.0625263376568427,0.274889524917388,"55-59"
"Solomon Islands",0.263672405365072,0.0878851077559075,0.116435199545988,0.461796470744637,"55-59"
"Somalia",0.154325003364969,0.0561025256786364,0.062779931582479,0.276491987205158,"55-59"
"South Africa",0.203232471417238,0.067372629838267,0.0919917359559474,0.357863213324781,"55-59"
"South Korea",0.196331195805798,0.0539699171455174,0.104035113493513,0.314980817868902,"55-59"
"Spain",0.17498780804345,0.0546604574965113,0.0821584303955964,0.29785356123833,"55-59"
"Sri Lanka",0.146640188388704,0.0520479851493121,0.064054834273998,0.264924137090667,"55-59"
"Sudan",0.172367887112438,0.0565793353985753,0.0766628332024745,0.296617089902646,"55-59"
"Suriname",0.229492699708427,0.0740579654425936,0.103429647526765,0.394135060352774,"55-59"
"Swaziland",0.165298100624236,0.0571179674281363,0.0730558488889592,0.292136987354672,"55-59"
"Sweden",0.117087388077649,0.0388324015132673,0.0536948022305233,0.202792303670213,"55-59"
"Switzerland",0.105887612194174,0.0387880787233143,0.04542360367713,0.194821499011568,"55-59"
"Syrian Arab Republic",0.293037512558473,0.071814288884768,0.170580106754195,0.452949286487089,"55-59"
"Taiwan",0.167147261346995,0.0619576051745917,0.068537450809912,0.304172237138835,"55-59"
"Tajikistan",0.219456745954497,0.0716910558916829,0.0997179508890173,0.37959040121525,"55-59"
"Tanzania",0.123256538441651,0.0416165640985791,0.0528797338557404,0.216442130126126,"55-59"
"Thailand",0.173796925899035,0.052308726579109,0.0840859821522117,0.288980671280328,"55-59"
"Timor-Leste",0.107931164388286,0.0402048495549054,0.0425884971756304,0.198027316696527,"55-59"
"Togo",0.150228294748926,0.0515917676169788,0.0676883599331501,0.270329605497615,"55-59"
"Tokelau",0.516171834048952,0.1110888443697,0.30407067708002,0.738006652817823,"55-59"
"Tonga",0.441832556433287,0.0985563394593548,0.258360919950576,0.642475067795291,"55-59"
"Trinidad and Tobago",0.221795211508492,0.0850755470774812,0.084023237866536,0.413221405024132,"55-59"
"Tunisia",0.256297518669801,0.0641263354668634,0.147188945315886,0.397589708074686,"55-59"
"Turkey",0.276447779555204,0.058028815141735,0.174586768381992,0.401902040169012,"55-59"
"Turkmenistan",0.263881810064842,0.0723857006584454,0.140154294701977,0.425740476816637,"55-59"
"Tuvalu",0.462992644793401,0.0984852976918063,0.28473388076822,0.664287245076531,"55-59"
"Uganda",0.0893731223639416,0.0362798648683495,0.0324586407386687,0.173382222048666,"55-59"
"Ukraine",0.153535604039238,0.0600924689893278,0.0575737109864731,0.28693804779557,"55-59"
"United Arab Emirates",0.309643074606231,0.0756487541980528,0.177780261268681,0.477697914682366,"55-59"
"United Kingdom",0.134882567160974,0.0358408646518262,0.0732319891247668,0.213348241192656,"55-59"
"United States of America",0.168177441482528,0.0480190489807372,0.0888741661621681,0.275100316980333,"55-59"
"Uruguay",0.189956635604399,0.0612099775378885,0.0866088465137195,0.322393020350014,"55-59"
"Uzbekistan",0.224139623437289,0.0656964537851737,0.111267224599088,0.368002442253349,"55-59"
"Vanuatu",0.327228848946522,0.0955181992032033,0.162577145530406,0.535233357426804,"55-59"
"Venezuela",0.206206778446643,0.0632660384051571,0.0978655668676385,0.341710426523503,"55-59"
"Viet Nam",0.112418281852744,0.0393301762581554,0.0467804607905014,0.203601664555099,"55-59"
"Yemen",0.267049674153714,0.0804897157442554,0.131641520465756,0.445927060785251,"55-59"
"Zambia",0.133533652788912,0.0475420333100353,0.0558146680674466,0.243915371052776,"55-59"
"Zimbabwe",0.133995264631964,0.0517200731049416,0.0523837132638973,0.257015453403216,"55-59"
"Afghanistan",0.264666975656027,0.0653050728120747,0.147937916524668,0.405156637218651,"60-64"
"Albania",0.183103465820479,0.0561480291252971,0.0888881447244441,0.309297622594705,"60-64"
"Algeria",0.278228855118053,0.0643090796893128,0.17068614362132,0.422640757489504,"60-64"
"American Samoa",0.570910488982492,0.104483895769559,0.369342260926463,0.772739494725758,"60-64"
"Andorra",0.189584108870058,0.0550423048239558,0.0975406087141535,0.315949443568216,"60-64"
"Angola",0.202158569412424,0.070905509722174,0.0899542884321645,0.374012453222492,"60-64"
"Antigua and Barbuda",0.232261988034337,0.0760569440201482,0.104138604051014,0.404251460871104,"60-64"
"Argentina",0.228170094742995,0.0640874410188894,0.117170216149059,0.368571423339862,"60-64"
"Armenia",0.252899336365206,0.0663930183393226,0.136791687070657,0.398232552974409,"60-64"
"Australia",0.162541546972634,0.0420033275693439,0.0867713141799167,0.25221697721656,"60-64"
"Austria",0.130702776511902,0.0417028772305804,0.0609355032374763,0.221852527763205,"60-64"
"Azerbaijan",0.266166203996632,0.0689156731615135,0.146061831445968,0.413527178642898,"60-64"
"Bahamas",0.254512012247822,0.073223063367278,0.127171997428342,0.413535335683685,"60-64"
"Bahrain",0.270581273580303,0.0645286047536489,0.159948294096619,0.413773197380167,"60-64"
"Bangladesh",0.236850394505278,0.0582700218981113,0.134385819916842,0.363880654075179,"60-64"
"Barbados",0.24283379879523,0.0718600911605198,0.119253690023421,0.403213706473205,"60-64"
"Belarus",0.189445866189529,0.0630581757072921,0.0855804031122098,0.331175000403945,"60-64"
"Belgium",0.13740892617661,0.0410374888048622,0.0673558582131677,0.224920608167827,"60-64"
"Belize",0.231916948110459,0.0693910149746302,0.112243911198711,0.385287621348816,"60-64"
"Benin",0.176603013379437,0.0525907461521638,0.0859804813037686,0.2920261334639,"60-64"
"Bermuda",0.313040125590604,0.0879751035652639,0.163553158908506,0.505980502526321,"60-64"
"Bhutan",0.269980063134719,0.0615741144265551,0.155933681951006,0.398241574255256,"60-64"
"Bolivia",0.167211003006708,0.0586444495304371,0.0664482520033375,0.297860372344112,"60-64"
"Bosnia and Herzegovina",0.187781639082162,0.0545350676952682,0.0948039677433628,0.305219995563949,"60-64"
"Botswana",0.182558404568848,0.0533637568019575,0.0926691583805936,0.30027380833403,"60-64"
"Brazil",0.184783782184904,0.0553290723061034,0.0938261690294476,0.311256040508771,"60-64"
"Brunei Darussalam",0.212231073127814,0.0627315915257656,0.105258936223407,0.347899369985182,"60-64"
"Bulgaria",0.199625728280013,0.0592961117754186,0.100648112023869,0.331387576283689,"60-64"
"Burkina Faso",0.177059441040027,0.0539990753478071,0.0850575742782268,0.29659443487493,"60-64"
"Burundi",0.106664768759299,0.0419588880132212,0.0380968019120878,0.202383873011385,"60-64"
"Cabo Verde",0.211110114754305,0.0622488995846424,0.103890937092998,0.348997783462611,"60-64"
"Cambodia",0.17867436161428,0.0515462185025754,0.0878008757673432,0.288381675583942,"60-64"
"Cameroon",0.158098596145869,0.049760376056634,0.0744835941533336,0.270148418627156,"60-64"
"Canada",0.149040107899503,0.0435535949331344,0.0741010042210611,0.246338064694091,"60-64"
"Central African Republic",0.190022231452127,0.0690947360373359,0.0821068925094934,0.353637771778246,"60-64"
"Chad",0.188544613601249,0.0591521201341471,0.0900429661325248,0.323295638274647,"60-64"
"Chile",0.23601638132272,0.0622221758384342,0.128464183472397,0.370826812648872,"60-64"
"China",0.232222528612469,0.0578358468948923,0.133090687214999,0.366104295954737,"60-64"
"China (Hong Kong SAR)",0.214196663182256,0.0788090758016153,0.0862196283979923,0.39529538155686,"60-64"
"Colombia",0.196895969190006,0.0567937376053377,0.0994887674710479,0.322500901247864,"60-64"
"Comoros",0.188080497242771,0.0527548465124673,0.096787945263294,0.307261214145794,"60-64"
"Congo",0.18419033687554,0.069782386252894,0.0798266180749038,0.345916200437751,"60-64"
"Cook Islands",0.538417263815976,0.10072824301167,0.346112230865335,0.73924231788316,"60-64"
"Costa Rica",0.207581782723067,0.0588616040070576,0.106567775033816,0.339526593778229,"60-64"
"Cote d'Ivoire",0.176193839828049,0.054315639339116,0.0847235769700536,0.29755557023145,"60-64"
"Croatia",0.199125333827431,0.0591109418188691,0.0977121351548231,0.331772953381557,"60-64"
"Cuba",0.17357330988041,0.0557391774894748,0.0784448979418655,0.299274816319716,"60-64"
"Cyprus",0.194672940779811,0.056828933525668,0.0970751861176869,0.318005514623051,"60-64"
"Czech Republic",0.198864906316147,0.0592907364503258,0.0984289235368413,0.331450954179016,"60-64"
"Denmark",0.12981861961285,0.040280540990957,0.0592613990780992,0.218006526191412,"60-64"
"Djibouti",0.200545049052313,0.0636508943535023,0.0911852121674747,0.342457371798082,"60-64"
"Dominica",0.200222807220107,0.0626160176657907,0.0938026474618533,0.341928626369609,"60-64"
"Dominican Republic",0.202305321013824,0.0628944878767631,0.0960786325642841,0.345428791594423,"60-64"
"DR Congo",0.152477975097721,0.0615901529604184,0.0589333243879194,0.2986056229825,"60-64"
"Ecuador",0.179387725868418,0.0617066536590769,0.0716052454809289,0.312594052680857,"60-64"
"Egypt",0.348477454838774,0.0727321863925856,0.221097324497141,0.505737421331418,"60-64"
"El Salvador",0.216260358120737,0.0623053590110435,0.109452924990967,0.358976937078162,"60-64"
"Equatorial Guinea",0.222062551140737,0.0751098739976391,0.0999529479532241,0.39590721191788,"60-64"
"Eritrea",0.145931451429811,0.0480430722209815,0.0636566035484107,0.254777018293682,"60-64"
"Estonia",0.182410345065013,0.0611824661706379,0.0793661234508623,0.320459196767217,"60-64"
"Ethiopia",0.142211706377489,0.0487326717868676,0.0607605343251412,0.250400740668332,"60-64"
"Fiji",0.346152363423622,0.0890875942636643,0.191462746755172,0.5399810176822,"60-64"
"Finland",0.152840841203861,0.0429092789267558,0.0795962011406461,0.247777745822107,"60-64"
"France",0.177295449162447,0.0499202562186622,0.0915795171513772,0.28953855188782,"60-64"
"French Polynesia",0.449894550641501,0.0944290049140663,0.275382320949644,0.647452881742942,"60-64"
"Gabon",0.230231548194987,0.0823927212888142,0.102547815850099,0.422632581267575,"60-64"
"Gambia",0.222454630961292,0.0660524485898992,0.110203812894398,0.37417022480399,"60-64"
"Georgia",0.300671718102194,0.0732462565050032,0.171030447280756,0.461231032943227,"60-64"
"Germany",0.145084181609143,0.042732932905587,0.0724550965449096,0.240119202274932,"60-64"
"Ghana",0.154736393791164,0.0487199639170543,0.0716179529516904,0.260686783310398,"60-64"
"Greece",0.172502180265255,0.0512167707106497,0.0847318042986749,0.28812163622309,"60-64"
"Greenland",0.134895090343638,0.0411867259313636,0.064309175347796,0.224005308038897,"60-64"
"Grenada",0.208108754306425,0.0667027869183416,0.0951787010355398,0.36035904204813,"60-64"
"Guatemala",0.209040236398106,0.0639471749468304,0.100293367177504,0.347995582390592,"60-64"
"Guinea",0.164030691341247,0.050619509687705,0.0778572623003196,0.277605834534848,"60-64"
"Guinea Bissau",0.17657074036391,0.0548146890370785,0.0858619515319069,0.298356852960421,"60-64"
"Guyana",0.214155226965388,0.0701872709701138,0.0974247968531722,0.371144417095313,"60-64"
"Haiti",0.202281328975738,0.0651192094286414,0.0936290792247067,0.351731673250939,"60-64"
"Honduras",0.201304225553983,0.0606725257532533,0.0982888004571376,0.34093440333619,"60-64"
"Hungary",0.208409891020608,0.0597361698184214,0.106867562306668,0.340403840709313,"60-64"
"Iceland",0.178906248899937,0.0546009302595142,0.0853011219255671,0.299502262594534,"60-64"
"India",0.210572029218854,0.0528215394351156,0.118305600046484,0.325181138327689,"60-64"
"Indonesia",0.176923582829805,0.050393072119591,0.0871989723426564,0.288598515676604,"60-64"
"Iran",0.262809805625414,0.0583922413330609,0.165971952928433,0.397862998870072,"60-64"
"Iraq",0.372234662584242,0.0767734062358199,0.235498760199363,0.536875482751739,"60-64"
"Ireland",0.173802991511502,0.0477282727909047,0.0895043574493979,0.276888835656478,"60-64"
"Israel",0.168892424186404,0.052978856195972,0.0785503269027556,0.28414541525855,"60-64"
"Italy",0.169736316697024,0.0463827076654507,0.089860069601621,0.270733598696661,"60-64"
"Jamaica",0.218895455690736,0.0650615645289158,0.107140994710262,0.365318943654628,"60-64"
"Japan",0.195866481271369,0.0441823014915529,0.118724255653759,0.293416356523859,"60-64"
"Jordan",0.357164395000445,0.0726549311948915,0.22960385288848,0.51501618661038,"60-64"
"Kazakhstan",0.279784322856612,0.0727215993229911,0.151600303044916,0.438896006383048,"60-64"
"Kenya",0.142815035660365,0.0458433953650091,0.065303857408576,0.247006338536173,"60-64"
"Kiribati",0.444138230276855,0.0966218653041193,0.267619483577089,0.646257065147435,"60-64"
"Kuwait",0.410695955923681,0.078247357355785,0.27058201807501,0.578446387939372,"60-64"
"Kyrgyzstan",0.233150187686153,0.0614665534712313,0.125819355870971,0.368604290186622,"60-64"
"Lao PDR",0.184913032899518,0.0506842514447853,0.0947261080676689,0.292760299799699,"60-64"
"Latvia",0.186288921101084,0.0619785240255364,0.0820124219491907,0.321938779586142,"60-64"
"Lebanon",0.324515498900382,0.0709197060578135,0.199457476385977,0.477124630911217,"60-64"
"Lesotho",0.176965254183702,0.056399249308127,0.0816830120559393,0.304085879353953,"60-64"
"Liberia",0.186222230314924,0.0531567872294325,0.095742386513212,0.302245795576645,"60-64"
"Libya",0.333736308331841,0.069918850525752,0.209817804673918,0.488588346773337,"60-64"
"Lithuania",0.210393288551969,0.0665705171149989,0.0994989546324365,0.358561087655516,"60-64"
"Luxembourg",0.166301205016877,0.0489422823810111,0.0826768123864137,0.27258564441875,"60-64"
"Macedonia (TFYR)",0.181390535256356,0.0552987618587241,0.0868922779037331,0.305109198458394,"60-64"
"Madagascar",0.153632327675217,0.0485093001583837,0.0713569188519708,0.260295209660288,"60-64"
"Malawi",0.161402499634066,0.050241887252438,0.0766198638546759,0.275512991169514,"60-64"
"Malaysia",0.259568203477308,0.0636559072072212,0.145521135482011,0.39527542678,"60-64"
"Maldives",0.251183004585706,0.0736743605391902,0.124844439931937,0.412025722113551,"60-64"
"Mali",0.199068014078377,0.0622115802756996,0.0937271987344473,0.337339455012366,"60-64"
"Malta",0.210293398377193,0.0610075610223406,0.107686628489612,0.346991306968562,"60-64"
"Marshall Islands",0.424185590185879,0.0952432732006086,0.248985028513037,0.618584443305325,"60-64"
"Mauritania",0.199240638895678,0.0609226633360307,0.0946933787164504,0.337085190178638,"60-64"
"Mauritius",0.286942099978376,0.0696324008430024,0.163489112920622,0.436336727301349,"60-64"
"Mexico",0.247965920867054,0.0668615959363357,0.131617653391014,0.398037806727005,"60-64"
"Micronesia (Federated States of)",0.423672836615635,0.0890494610071682,0.259974835758556,0.608761760300189,"60-64"
"Moldova",0.186569220334282,0.0591871814036854,0.0858721884375967,0.317771916170905,"60-64"
"Mongolia",0.277362236482037,0.0685088833402274,0.157320557307362,0.423893302714358,"60-64"
"Montenegro",0.180030454609371,0.0559802356340143,0.0856180062064338,0.303089563221966,"60-64"
"Morocco",0.313703520500565,0.0711355607687083,0.192251322132474,0.471698135246227,"60-64"
"Mozambique",0.158913752554216,0.0499943971316978,0.0746094601934568,0.270435966257913,"60-64"
"Myanmar",0.167495104321987,0.0464848345082618,0.0853496802868756,0.266589163582261,"60-64"
"Namibia",0.176123649046285,0.0543725987940083,0.0808340502449406,0.296767403285812,"60-64"
"Nauru",0.560832191453976,0.108221161743271,0.351179999670216,0.774985256711816,"60-64"
"Nepal",0.266128068583601,0.0607777043071352,0.158761482742154,0.397204110165955,"60-64"
"Netherlands",0.125076106476649,0.0371419652547979,0.062360748646563,0.205986989635352,"60-64"
"New Zealand",0.186366108380803,0.0496875283067805,0.0995771395058846,0.295956958283997,"60-64"
"Nicaragua",0.215278019631505,0.0636395048124031,0.110032877900658,0.357892232125183,"60-64"
"Niger",0.144681030902089,0.051080278030249,0.0618832239580232,0.258878235152396,"60-64"
"Nigeria",0.153014787957086,0.0472377222028117,0.0720069261790059,0.254711461259808,"60-64"
"Niue",0.52200495239839,0.0975649122101143,0.335673956961553,0.717811595606452,"60-64"
"North Korea",0.139711495610399,0.0550887320968173,0.0507615479588429,0.268556664173954,"60-64"
"Norway",0.149102425118588,0.043498118985613,0.0734552013922676,0.244856015715763,"60-64"
"Occupied Palestinian Territory",0.359378914124739,0.0733341205531147,0.22874523573543,0.521707638740571,"60-64"
"Oman",0.317206049788357,0.0687638573175039,0.191907276611217,0.468065389375227,"60-64"
"Pakistan",0.283855997424216,0.0668327634913391,0.162489844324591,0.43045931555809,"60-64"
"Palau",0.48621910075528,0.0964501904106984,0.306926575101629,0.681484226670477,"60-64"
"Panama",0.210187614892948,0.0597165313500156,0.107348311613844,0.344620490710483,"60-64"
"Papua New Guinea",0.333820622755784,0.0922769214421666,0.169894403033501,0.533565593240393,"60-64"
"Paraguay",0.190890527099483,0.0599433877972575,0.0895086230802822,0.327005089900987,"60-64"
"Peru",0.173744606449587,0.0575837662210636,0.0753615188959989,0.299230237307421,"60-64"
"Philippines",0.169373031766061,0.0461823951882788,0.0879876477227604,0.267020010635532,"60-64"
"Poland",0.199554879334352,0.0548471987458415,0.106438189984578,0.320452788891411,"60-64"
"Portugal",0.199645302069799,0.0574685055372923,0.100472141541854,0.324813130749652,"60-64"
"Puerto Rico",0.287794567719234,0.0804299775418457,0.149990157773217,0.469413918389783,"60-64"
"Qatar",0.398639032653486,0.0774359727884472,0.260044023532325,0.561932747327918,"60-64"
"Romania",0.175944109065577,0.0542458705515174,0.0827264198959101,0.294745696890686,"60-64"
"Russian Federation",0.176800250054484,0.0584205500382384,0.0783537599305529,0.30556711157753,"60-64"
"Rwanda",0.106867737958225,0.0410947971207837,0.0405591285191177,0.19950433103929,"60-64"
"Saint Kitts and Nevis",0.286280953504289,0.0825936198277154,0.141484128743529,0.465453458498468,"60-64"
"Saint Lucia",0.31132940086954,0.0948490842725856,0.144932758697643,0.519988270140513,"60-64"
"Saint Vincent and the Grenadines",0.217736704544949,0.0668397574967585,0.106075407632198,0.369892581636777,"60-64"
"Samoa",0.460791928689987,0.0979409990365575,0.279561616309095,0.659071085273467,"60-64"
"Sao Tome and Principe",0.19576839226453,0.0594452875604128,0.0954021201585325,0.325201321342925,"60-64"
"Saudi Arabia",0.376716031250402,0.0737092506773764,0.24938358286968,0.538862935410244,"60-64"
"Senegal",0.17922849999006,0.0551985469784965,0.0847906932623633,0.30122974423748,"60-64"
